14.28 , 5811
14.61 , 5822
17.04 , 5814
16.89 , 5666
14.53 , 5655
15.69 , 5641
14.05 , 5579
14.54 , 5576
15.15 , 5584
14.53 , 5693
14.79 , 5693
15.72 , 5686
17.4 , 6430
15.72 , 6430
17.15 , 6431
